image_id,dataset,gt_count,yolo_pred_count,yolo_tp,yolo_fp,yolo_fn,yolo_precision,yolo_recall,yolo_f1,yolo_success_label,yolo_failure_label,yolo_success,yolo_failure,mean_confidence,max_confidence,min_confidence,std_confidence,num_low_confidence,num_high_confidence,num_low_conf,num_high_conf,dino_knn_distance,dino_centroid_distance,dino_ood_score,domain_familiarity_score,brightness,contrast,sharpness,edge_density,image_brightness,image_contrast,image_sharpness,image_edge_density,dino_sam_f1,dino_sam_defect_count,dino_sam_severity
India_000575,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8396,0.9448,1.0,0.0,113.1026,79.4951,509.021,0.0298,113.1026,79.4951,509.021,0.0298,0.0,0,0.0
India_000576,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.9026,1.0062,1.0,0.0,121.8588,73.8232,334.5482,0.0299,121.8588,73.8232,334.5482,0.0299,0.0,3,0.8286
India_000578,RDD2022_India,3,1,0,1,3,0.0,0.0,0.0,0,1,0,1,0.5833,0.5833,0.5833,0.0,0,0,0,0,0.8455,0.9268,1.0,0.0,137.8954,67.0995,392.6063,0.0675,137.8954,67.0995,392.6063,0.0675,0.0,1,0.8205
India_000579,RDD2022_India,5,0,0,0,5,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8684,0.9604,1.0,0.0,141.6273,49.481,362.9845,0.0322,141.6273,49.481,362.9845,0.0322,0.0,1,0.5557
India_000580,RDD2022_India,3,2,0,2,3,0.0,0.0,0.0,0,1,0,1,0.5007,0.7018,0.2996,0.2011,1,1,1,1,0.8549,0.9406,1.0,0.0,125.1967,87.3392,583.7245,0.0532,125.1967,87.3392,583.7245,0.0532,0.0,2,0.802
India_000581,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8238,0.9213,1.0,0.0,155.0987,43.0202,324.8513,0.0409,155.0987,43.0202,324.8513,0.0409,0.0,2,0.604
India_000582,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8388,0.9122,1.0,0.0,153.1803,43.3542,630.7626,0.0456,153.1803,43.3542,630.7626,0.0456,0.0,3,0.7407
India_000586,RDD2022_India,4,0,0,0,4,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8958,1.0047,1.0,0.0,132.1128,84.3142,353.0467,0.0283,132.1128,84.3142,353.0467,0.0283,0.0,3,0.7952
India_000589,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7988,0.8993,1.0,0.0,146.76,57.4035,590.4805,0.0507,146.76,57.4035,590.4805,0.0507,0.0,1,0.4812
India_000590,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8364,0.9161,1.0,0.0,133.7333,68.8064,527.1311,0.043,133.7333,68.8064,527.1311,0.043,0.0,2,0.7085
India_000591,RDD2022_India,2,1,0,1,2,0.0,0.0,0.0,0,1,0,1,0.3835,0.3835,0.3835,0.0,1,0,1,0,0.8373,0.9205,1.0,0.0,158.0774,44.5631,527.128,0.0501,158.0774,44.5631,527.128,0.0501,0.0,1,0.7291
India_000592,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7839,0.8336,1.0,0.0,112.9894,74.8243,112.62,0.0325,112.9894,74.8243,112.62,0.0325,0.0,1,0.6636
India_000595,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8314,0.8986,1.0,0.0,150.4263,46.4489,169.403,0.0174,150.4263,46.4489,169.403,0.0174,0.0,2,0.7994
India_000596,RDD2022_India,2,2,1,1,1,0.5,0.5,0.5,1,0,1,0,0.3812,0.4542,0.3081,0.073,1,0,1,0,0.7885,0.8856,1.0,0.0,135.9012,73.5993,167.3219,0.0192,135.9012,73.5993,167.3219,0.0192,0.0,1,0.3613
India_000597,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8413,0.9246,1.0,0.0,126.3131,70.9691,493.4442,0.0534,126.3131,70.9691,493.4442,0.0534,0.0,2,0.5221
India_000599,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8075,0.8956,1.0,0.0,114.9574,77.0438,701.8845,0.0502,114.9574,77.0438,701.8845,0.0502,0.0,2,0.7586
India_000601,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8457,0.9408,1.0,0.0,123.5983,79.3344,773.1907,0.0632,123.5983,79.3344,773.1907,0.0632,0.0,3,0.7624
India_000603,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.6405,0.7665,1.0,0.0,133.541,50.6868,200.3124,0.037,133.541,50.6868,200.3124,0.037,0.0,6,0.944
India_000605,RDD2022_India,4,0,0,0,4,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8889,0.9778,1.0,0.0,114.2349,82.5644,328.3576,0.0244,114.2349,82.5644,328.3576,0.0244,0.0,2,0.8328
India_000609,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.9117,1.0289,1.0,0.0,115.9847,79.526,302.1239,0.0232,115.9847,79.526,302.1239,0.0232,0.0,1,0.3612
India_000611,RDD2022_India,1,2,0,2,1,0.0,0.0,0.0,0,1,0,1,0.4362,0.4973,0.3752,0.0611,1,0,1,0,0.8349,0.9162,1.0,0.0,164.488,49.6263,208.9172,0.0277,164.488,49.6263,208.9172,0.0277,0.0,1,0.2486
India_000612,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8629,0.9699,1.0,0.0,151.8892,72.2186,564.4234,0.0588,151.8892,72.2186,564.4234,0.0588,0.0,2,0.5272
India_000614,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8262,0.9153,1.0,0.0,106.8297,72.2935,929.3364,0.0608,106.8297,72.2935,929.3364,0.0608,0.0,2,0.7479
India_000617,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8639,0.973,1.0,0.0,112.8731,60.941,701.8559,0.0551,112.8731,60.941,701.8559,0.0551,0.0,3,0.7731
India_000618,RDD2022_India,4,0,0,0,4,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8879,0.9931,1.0,0.0,137.3465,55.4199,525.2237,0.0478,137.3465,55.4199,525.2237,0.0478,0.0,2,0.7719
India_000622,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.896,0.9953,1.0,0.0,118.1751,87.3486,275.8401,0.0269,118.1751,87.3486,275.8401,0.0269,0.0,4,0.9956
India_000624,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.612,0.612,0.612,0.0,0,0,0,0,0.8756,1.0088,1.0,0.0,131.4407,72.234,522.5949,0.0449,131.4407,72.234,522.5949,0.0449,0.0,1,0.8473
India_000627,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.9013,1.0299,1.0,0.0,131.782,83.0356,1078.6244,0.0653,131.782,83.0356,1078.6244,0.0653,0.0,2,0.3105
India_000628,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8853,0.9738,1.0,0.0,121.9943,86.2158,559.1742,0.0295,121.9943,86.2158,559.1742,0.0295,0.0,3,0.8167
India_000630,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8042,0.8675,1.0,0.0,155.197,37.4834,425.3688,0.0313,155.197,37.4834,425.3688,0.0313,0.0,1,0.654
India_000631,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8286,0.9074,1.0,0.0,105.1967,84.8766,471.6131,0.0377,105.1967,84.8766,471.6131,0.0377,0.0,1,0.7665
India_000638,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8637,0.9587,1.0,0.0,125.2838,87.8239,790.5713,0.0535,125.2838,87.8239,790.5713,0.0535,0.0,2,0.6997
India_000644,RDD2022_India,2,1,0,1,2,0.0,0.0,0.0,0,1,0,1,0.2846,0.2846,0.2846,0.0,1,0,1,0,0.8088,0.8701,1.0,0.0,109.4329,88.7121,110.5998,0.0165,109.4329,88.7121,110.5998,0.0165,0.0,2,0.9157
India_000646,RDD2022_India,3,2,0,2,3,0.0,0.0,0.0,0,1,0,1,0.2821,0.2982,0.266,0.0161,2,0,2,0,0.8938,0.9923,1.0,0.0,118.5416,78.1439,275.5758,0.0336,118.5416,78.1439,275.5758,0.0336,0.0,1,0.777
India_000652,RDD2022_India,6,0,0,0,6,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8396,0.9081,1.0,0.0,144.6333,53.4629,355.0361,0.0401,144.6333,53.4629,355.0361,0.0401,0.0,1,0.408
India_000654,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8624,0.9488,1.0,0.0,145.7666,55.9164,464.6756,0.0571,145.7666,55.9164,464.6756,0.0571,0.0,1,0.5413
India_000655,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.852,0.9485,1.0,0.0,135.4594,44.356,328.935,0.0385,135.4594,44.356,328.935,0.0385,0.0,1,0.5541
India_000656,RDD2022_India,1,2,1,1,0,0.5,1.0,0.6667,1,0,1,0,0.3659,0.4656,0.2662,0.0997,1,0,1,0,0.8447,0.9308,1.0,0.0,116.6145,79.2323,1163.4674,0.086,116.6145,79.2323,1163.4674,0.086,0.0,3,0.7404
India_000659,RDD2022_India,7,0,0,0,7,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8594,0.9446,1.0,0.0,144.1785,49.6652,418.6884,0.0324,144.1785,49.6652,418.6884,0.0324,0.0,3,0.5761
India_000665,RDD2022_India,4,0,0,0,4,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8689,0.9827,1.0,0.0,124.5621,67.0619,1168.3931,0.0778,124.5621,67.0619,1168.3931,0.0778,0.0,1,0.4532
India_000667,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.853,0.9671,1.0,0.0,129.9743,82.2851,174.6881,0.0186,129.9743,82.2851,174.6881,0.0186,0.0,4,0.814
India_000669,RDD2022_India,4,1,0,1,4,0.0,0.0,0.0,0,1,0,1,0.4827,0.4827,0.4827,0.0,0,0,0,0,0.829,0.917,1.0,0.0,159.9215,36.4029,234.5048,0.0244,159.9215,36.4029,234.5048,0.0244,0.0,2,0.7179
India_000676,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.2808,0.2808,0.2808,0.0,1,0,1,0,0.849,0.9825,1.0,0.0,144.3471,45.5201,366.7162,0.0404,144.3471,45.5201,366.7162,0.0404,0.0,4,0.5696
India_000678,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8831,0.9643,1.0,0.0,111.4223,72.5737,573.2224,0.0494,111.4223,72.5737,573.2224,0.0494,0.0,0,0.0
India_000680,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8359,0.9212,1.0,0.0,146.1155,70.104,985.5349,0.0833,146.1155,70.104,985.5349,0.0833,0.0,2,0.7004
India_000681,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.827,0.9018,1.0,0.0,128.6483,93.2179,590.6117,0.0423,128.6483,93.2179,590.6117,0.0423,0.0,3,0.7601
India_000682,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8929,1.0075,1.0,0.0,119.735,72.5051,95.1937,0.0182,119.735,72.5051,95.1937,0.0182,0.0,1,0.7756
India_000683,RDD2022_India,2,1,0,1,2,0.0,0.0,0.0,0,1,0,1,0.3096,0.3096,0.3096,0.0,1,0,1,0,0.8039,0.8756,1.0,0.0,156.6434,43.6388,658.3061,0.0516,156.6434,43.6388,658.3061,0.0516,0.0,3,0.536
India_000684,RDD2022_India,2,1,0,1,2,0.0,0.0,0.0,0,1,0,1,0.4354,0.4354,0.4354,0.0,0,0,0,0,0.8623,0.9524,1.0,0.0,133.9254,49.3054,274.188,0.0306,133.9254,49.3054,274.188,0.0306,0.0,2,0.7765
India_000685,RDD2022_India,4,0,0,0,4,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8578,0.949,1.0,0.0,160.7366,35.8066,204.7257,0.0226,160.7366,35.8066,204.7257,0.0226,0.0,4,0.6
India_000688,RDD2022_India,1,2,0,2,1,0.0,0.0,0.0,0,1,0,1,0.3773,0.4245,0.33,0.0472,1,0,1,0,0.8507,0.9617,1.0,0.0,124.6349,82.3927,209.2019,0.0195,124.6349,82.3927,209.2019,0.0195,0.0,2,0.7832
India_000690,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.5331,0.5331,0.5331,0.0,0,0,0,0,0.7107,0.7893,1.0,0.0,152.7602,59.5265,155.6454,0.0171,152.7602,59.5265,155.6454,0.0171,0.0,3,0.8123
India_000700,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8434,0.9377,1.0,0.0,138.199,77.2295,264.7176,0.0164,138.199,77.2295,264.7176,0.0164,0.0,2,0.8647
India_000701,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8483,0.9354,1.0,0.0,127.1924,81.7437,685.6962,0.0599,127.1924,81.7437,685.6962,0.0599,0.0,1,0.7944
India_000702,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8945,1.012,1.0,0.0,119.0039,78.8488,39.702,0.0149,119.0039,78.8488,39.702,0.0149,0.0,2,0.5984
India_000705,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8786,0.9827,1.0,0.0,149.1573,54.0571,368.1556,0.041,149.1573,54.0571,368.1556,0.041,0.0,1,0.7965
India_000709,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8603,0.9465,1.0,0.0,123.1891,74.3927,589.5584,0.0617,123.1891,74.3927,589.5584,0.0617,0.0,1,0.7731
India_000710,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8254,0.9289,1.0,0.0,153.0776,45.317,163.3116,0.0178,153.0776,45.317,163.3116,0.0178,0.0,2,0.4246
India_000711,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8674,0.9577,1.0,0.0,166.436,49.0165,90.9498,0.021,166.436,49.0165,90.9498,0.021,0.0,1,0.5723
India_000714,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8323,0.9059,1.0,0.0,151.2416,43.886,930.0692,0.0621,151.2416,43.886,930.0692,0.0621,0.0,2,0.5056
India_000715,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8931,0.9988,1.0,0.0,117.1297,77.2748,331.7438,0.0295,117.1297,77.2748,331.7438,0.0295,0.0,3,0.8094
India_000718,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.873,0.9704,1.0,0.0,119.5193,82.2178,430.9738,0.0456,119.5193,82.2178,430.9738,0.0456,0.0,1,0.6659
India_000724,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8666,0.991,1.0,0.0,154.0235,60.593,456.9973,0.0543,154.0235,60.593,456.9973,0.0543,0.0,1,0.8173
India_000726,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7947,0.8753,1.0,0.0,139.3352,68.629,300.2348,0.0445,139.3352,68.629,300.2348,0.0445,0.0,1,0.3757
India_000729,RDD2022_India,6,0,0,0,6,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8516,0.9394,1.0,0.0,145.3615,54.3895,215.8407,0.0214,145.3615,54.3895,215.8407,0.0214,0.0,2,0.5841
India_000730,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8141,0.9105,1.0,0.0,131.569,80.4177,1058.043,0.0722,131.569,80.4177,1058.043,0.0722,0.0,2,0.7702
India_000731,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8938,0.9966,1.0,0.0,125.1065,78.1173,986.4489,0.0812,125.1065,78.1173,986.4489,0.0812,0.0,0,0.0
India_000732,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8132,0.9194,1.0,0.0,101.5206,83.2718,798.9917,0.0642,101.5206,83.2718,798.9917,0.0642,0.0,0,0.0
India_000735,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7992,0.9056,1.0,0.0,120.7273,78.149,1875.5564,0.0766,120.7273,78.149,1875.5564,0.0766,0.0,0,0.0
India_000739,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8599,0.9371,1.0,0.0,108.9157,69.0581,272.2797,0.0339,108.9157,69.0581,272.2797,0.0339,0.0,2,0.7539
India_000740,RDD2022_India,1,2,0,2,1,0.0,0.0,0.0,0,1,0,1,0.4787,0.7035,0.2539,0.2248,1,1,1,1,0.8871,1.0225,1.0,0.0,140.0459,87.4482,105.1271,0.0124,140.0459,87.4482,105.1271,0.0124,0.0,0,0.0
India_000742,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.6997,0.8331,1.0,0.0,140.2855,63.8617,377.1303,0.0464,140.2855,63.8617,377.1303,0.0464,0.0,5,0.5947
India_000743,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8929,1.0233,1.0,0.0,123.5211,89.7413,719.3948,0.0449,123.5211,89.7413,719.3948,0.0449,0.0,1,0.561
India_000744,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8281,0.9306,1.0,0.0,137.5985,69.4545,518.2056,0.0683,137.5985,69.4545,518.2056,0.0683,0.0,1,0.7921
India_000745,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8089,0.891,1.0,0.0,143.6186,51.9264,213.5262,0.0262,143.6186,51.9264,213.5262,0.0262,0.0,3,0.5748
India_000746,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.3183,0.3183,0.3183,0.0,1,0,1,0,0.8239,0.8939,1.0,0.0,148.7246,53.4998,851.4292,0.0571,148.7246,53.4998,851.4292,0.0571,0.0,1,0.6186
India_000747,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8606,0.9573,1.0,0.0,126.7318,81.0757,354.5057,0.0323,126.7318,81.0757,354.5057,0.0323,0.0,2,0.812
India_000748,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8618,0.9617,1.0,0.0,112.4901,76.4181,943.179,0.0766,112.4901,76.4181,943.179,0.0766,0.0,0,0.0
India_000756,RDD2022_India,2,1,0,1,2,0.0,0.0,0.0,0,1,0,1,0.3945,0.3945,0.3945,0.0,1,0,1,0,0.8639,0.9598,1.0,0.0,144.8433,41.4563,326.6824,0.0405,144.8433,41.4563,326.6824,0.0405,0.0,3,0.8316
India_000758,RDD2022_India,1,1,1,0,0,1.0,1.0,1.0,1,0,1,0,0.2685,0.2685,0.2685,0.0,1,0,1,0,0.8495,0.9717,1.0,0.0,134.6167,72.7471,487.3861,0.0349,134.6167,72.7471,487.3861,0.0349,0.0,2,0.807
India_000759,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8883,0.9932,1.0,0.0,150.2891,52.2822,578.8752,0.0557,150.2891,52.2822,578.8752,0.0557,0.0,2,0.7457
India_000760,RDD2022_India,1,1,1,0,0,1.0,1.0,1.0,1,0,1,0,0.3784,0.3784,0.3784,0.0,1,0,1,0,0.887,1.0007,1.0,0.0,100.8255,92.9798,975.4237,0.0406,100.8255,92.9798,975.4237,0.0406,0.0,1,0.6497
India_000763,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8422,0.9588,1.0,0.0,119.4524,83.1323,2332.4283,0.1095,119.4524,83.1323,2332.4283,0.1095,0.0,2,0.4345
India_000765,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8367,0.931,1.0,0.0,145.8496,72.0339,236.1861,0.0248,145.8496,72.0339,236.1861,0.0248,0.0,1,0.4428
India_000768,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8097,0.8883,1.0,0.0,100.3864,79.7834,373.6955,0.0352,100.3864,79.7834,373.6955,0.0352,0.0,3,0.7014
India_000770,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8561,0.9462,1.0,0.0,130.0686,58.1287,426.5167,0.0361,130.0686,58.1287,426.5167,0.0361,0.0,2,0.5663
India_000771,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7975,0.8884,1.0,0.0,157.5694,36.1191,181.791,0.0228,157.5694,36.1191,181.791,0.0228,0.0,2,0.4144
India_000772,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8705,0.96,1.0,0.0,134.7518,67.6273,164.6105,0.0194,134.7518,67.6273,164.6105,0.0194,0.0,1,0.8426
India_000773,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.781,0.896,1.0,0.0,149.4417,39.201,416.222,0.0441,149.4417,39.201,416.222,0.0441,0.0,2,0.5567
India_000775,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8871,0.9719,1.0,0.0,115.9887,74.2359,406.398,0.0331,115.9887,74.2359,406.398,0.0331,0.0,1,0.7697
India_000776,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8383,0.9511,1.0,0.0,160.2146,40.1174,280.0272,0.0309,160.2146,40.1174,280.0272,0.0309,0.0,4,0.5609
India_000780,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.9074,1.049,1.0,0.0,123.582,82.7368,303.6723,0.033,123.582,82.7368,303.6723,0.033,0.0,1,0.7073
India_000781,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7781,0.883,1.0,0.0,145.6125,68.4202,204.0714,0.0197,145.6125,68.4202,204.0714,0.0197,0.0,1,0.643
India_000782,RDD2022_India,1,2,0,2,1,0.0,0.0,0.0,0,1,0,1,0.3588,0.3982,0.3193,0.0395,2,0,2,0,0.7954,0.8894,1.0,0.0,111.6544,69.4338,495.0661,0.0356,111.6544,69.4338,495.0661,0.0356,0.0,0,0.0
India_000785,RDD2022_India,2,1,0,1,2,0.0,0.0,0.0,0,1,0,1,0.2743,0.2743,0.2743,0.0,1,0,1,0,0.8293,0.9207,1.0,0.0,157.5225,31.7193,49.5533,0.0085,157.5225,31.7193,49.5533,0.0085,0.0,1,0.6145
India_000788,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8895,0.9945,1.0,0.0,127.6485,87.3787,137.4032,0.0149,127.6485,87.3787,137.4032,0.0149,0.0,1,0.6129
India_000789,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.3099,0.3099,0.3099,0.0,1,0,1,0,0.8846,0.9694,1.0,0.0,144.3485,51.6011,293.298,0.0276,144.3485,51.6011,293.298,0.0276,0.0,4,0.8005
India_000791,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7604,0.8358,1.0,0.0,154.6149,53.5954,239.5451,0.0267,154.6149,53.5954,239.5451,0.0267,0.0,1,0.4459
India_000796,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.857,0.9701,1.0,0.0,150.0727,43.8164,159.5431,0.022,150.0727,43.8164,159.5431,0.022,0.0,3,0.7706
India_000797,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.377,0.377,0.377,0.0,1,0,1,0,0.8441,0.9416,1.0,0.0,165.9936,42.8296,175.4335,0.0222,165.9936,42.8296,175.4335,0.0222,0.0,4,0.4113
